ocid,buyer_name,buyer_id,title,desc,supplier,value,currency,date,detected_provider
ocds-hu01ve-8504909,ACI INFORMATICA SOCIETA' PER AZIONI IN BREVE ACI INFORMATICA S.P.A.,00405030586,,"ICT034AD22- RINNOVO PER LA DURATA DI 60 MESI DELL’AFFITTO DELLO SPAZIO IN HOUSING PRESSO IL DATA CENTER DI TIM POMEZIA, PER OSPITARE SISTEMI E STORAGE DEL SITO DI BUSINESS CONTINUITY DI ACI INFORMATIC",,0.0,EUR,2025-02-03 17:30:43.286T12:00:00Z,tim
ocds-hu01ve-8527260,AZIENDA MUNICIPALE AMBIENTE S.P.A. ROMA,05445891004,,ADESIONE CONVENZIONE LICENZE MULTIBRAND 4 - LOTTO 1 - LICENZE ORACLE,ITALWARE SRL|EUROLINK S.R.L.,973636.74,EUR,2025-03-04 17:30:17.369T12:00:00Z,oracle
ocds-hu01ve-8536448,RAI RADIOTELEVISIONE ITALIANA S.P.A.,06382641006,,SERVIZI DI MANUTENZIONE DEI PRODOTTI SOFTWARE ED HARDWARE ORACLE,ITALWARE S.R.L.|ITALWARE S.R.L.,2603488.05,EUR,2025-01-15 17:30:57.872T12:00:00Z,oracle
ocds-hu01ve-8573960,REGIONE ABRUZZO,80003170661,,ATTUAZIONE DEGLI INTERVENTI EX-POR FESR E FSE 2014/2020 PIANO OPERATIVO COMPLEMENTARE 2017/2020 EX ARTICOLO 242 DEL D.L. 34/2020 - INTERVENTO DI IMMEDIATA ATTUAZIONE SU FSC ADESIONE AD ACCORDO QUADRO ,,0.0,EUR,2025-04-01 16:30:17.405T12:00:00Z,cloud_generic
ocds-hu01ve-8583184,BRIANZACQUE S.R.L.,03988240960,,SERVIZIO DI MANUTENZIONE ORDINARIA E STRAORDINARIA DELL'ERP ORACLE E-BUSINESS SUITE E DELLA PIATTAFORMA DI REPORTISTICA DIREZIONALE QLIK VIEW DI BRIANZACQUE,CONSORZIO REPLY PUBLIC SECTOR,680000.0,EUR,2025-01-16 17:30:34.932T12:00:00Z,oracle
ocds-hu01ve-8585272,REGIONE PUGLIA,80017210727,,ACQUISIZIONE LICENZE DI PRODOTTI ORACLE - IN MODALITÀ POOL OF FUNDS - E RELATIVI SERVIZI DI MANUTENZIONE E SUPPORTO ,ORACLE ITALIA - S.R.L.|ORACLE ITALIA - S.R.L.,217559.91,EUR,2025-04-01 16:31:45.439T12:00:00Z,oracle
ocds-hu01ve-8955769,BANCA D ITALIA,00997670583,,RINNOVO DEL SERVIZIO DI FORNITURA DI PRODOTTI SOFTWARE DELLA SOCIETÀ MICROSOFT (P002/22).,TELECOM ITALIA S.P.A.,7684936.54,EUR,2025-02-18 17:30:17.888T12:00:00Z,microsoft
ocds-hu01ve-8638748,COMANDO LOGISTICO A.M. SERVIZIO INFRASTRUTTURE,96442090583,,U.P. - CENTOCELLE (RM) - AMMODERNAMENTO PALAZZINE ASC S3 E S5 ,STUDIO CARTOLANO SRL,149998.91,EUR,2025-02-07 17:30:09.107T12:00:00Z,aws
ocds-hu01ve-8638979,AGENZIA REGIONALE STRATEGICA PER LA SALUTE E IL SOCIALE (A.RE.S.S. PUGLIA),93496810727,,"PROROGA DURATA AL 31/12/2022 CONTRATTO ESECUTIVO N.2093496810727001COE, ADESIONE A CONTRATTO QUADRO CONSIP, SPC CLOUD LOTTO 1: PROGETTO DEI FABBISOGNI ARESS PUGLIA 'SERVIZI DI CLOUD COMPUTING, DI SICU",TELECOM ITALIA SPA|ENTERPRISE SERVICES ITALIA SRL|POSTEL SPA|POSTE ITALIANE SPA,572998.83,EUR,2025-01-20 17:30:21.772T12:00:00Z,tim
ocds-hu01ve-8647603,AGENZIA SARDA PER LE POLITICHE ATTIVE DEL LAVORO,92028890926,,NOLEGGIO LICENZE MICROSOFT,,0.0,EUR,2025-02-04 17:34:17.727T12:00:00Z,microsoft
ocds-hu01ve-8656079,INFORMATICA ALTO ADIGE SPA,01468500218,,ADESIONE CONVENZIONE SERVIZI ICT - L1 - SERVIZIO DI MANUTENZIONE ORACLE FORM,ALMAVIVA - THE ITALIAN INNOVATION COMPANY S.P.A|KPMG ADVISORY SPA|DATEF AG,172067.04,EUR,2025-01-24 17:30:53.664T12:00:00Z,oracle
ocds-hu01ve-8661169,AZIENDA OSPEDALIERA S.G. MOSCATI,01948180649,,ADESIONE CONVENZIONE CONSIP MICROSOFT ENTERPRISE AGREEMENT 6,TELECOM ITALIA S.P.A.,121932.0,EUR,2025-04-29 16:30:16.485T12:00:00Z,microsoft
ocds-hu01ve-8665894,COMUNE DI SESTO SAN GIOVANNI,02253930156,,"REDAZIONE DELLA RELAZIONE ENERGETICA (EX LEGGE 10/91 E S.M.I.) E DIAGNOSI ENERGETICA DEGLI EDIFICI 'SAP' IN VIA LEOPARDI N. 161 - UNITÀ IMMOBILIARI 28 (EDIFICIO SCALE G, H) E 61 (EDIFICIO SCALE I,L,M,",3E-PROJECT SRL,12998.7,EUR,2025-03-11 17:35:34.700T12:00:00Z,sap
ocds-hu01ve-8672158,ISTITUZIONI PUBBLICHE DI ASSISTENZA VENEZIANE (I.P.A.V.),04587130271,,FORNITURA IN CONVENZIONE DI LICENZE MICROSOFT O365 TRIENNALE,TELECOM ITALIA S.P.A.,70000.0,EUR,2025-03-26 17:31:40.339T12:00:00Z,microsoft
ocds-hu01ve-8672214,EURO.PA SERVICE SRL,05494610966,,FORNITURA GAS AT 2022-2023 E 2023-2024 PER STABILI SAP CERRO MAGGIORE E LEGNANO - CONVENZIONE CONSIP GAS NATURALE 14,HERA COMM S.P.A.,220000.0,EUR,2025-02-18 17:30:09.636T12:00:00Z,sap
ocds-hu01ve-8675096,AZIENDA OSPEDALIERA SANTOBONO PAUSILIPON,06854100630,,"TRATTATIVA DIRETTA SU MEPA AI SENSI DELL'ART. 36 COMMA 2 D.LGS 50/2016, FINALIZZATA ALLA STIPULA DI UN CONTRATTO PER IL SERVIZIO DI 'MANUTENZIONE E ASSISTENZA TECNICA FULL RISK DELL'IMPIANTO ISOLATORE",PHAMM ENGINEERING SRL,41670.0,EUR,2025-01-13 17:31:22.290T12:00:00Z,engineering
ocds-hu01ve-8675272,AZIENDA MUNICIPALE AMBIENTE S.P.A. ROMA,05445891004,,ADESIONE CONVENZIONE MICROSOFT ENTERPRISE AGREEMENT 6 (INTEGRAZIONE LICENZE INTUNE PER DEVICE),TELECOM ITALIA S.P.A.,40698.0,EUR,2025-03-05 17:31:21.962T12:00:00Z,microsoft
ocds-hu01ve-8677498,AZIENDA OSPEDALIERO-UNIVERSITARIA PISANA,01310860505,,LUTECH SPA - RDA 66027 - ADESIONE RIF. DET. 447/2020 - LOTTO 6 - 01/08/2022-31/12/2023 - ( NS. RIF. INT. INFRA 103-NO-M AOUP RDA ID=66027 L6 - DB INCIDENT MANAGEMENT - RIF. OFF. 22.PSH.005001.01A AOUP,LUTECH SPA|TELECOM ITALIA SPA,64527.5,EUR,2025-04-18 16:32:03.831T12:00:00Z,lutech
ocds-hu01ve-8682199,INFORMATICA ALTO ADIGE SPA,01468500218,,ADESIONE A CONVENZIONE SERVIZI ICT - LOTTO 2 - MANUTENZIONE SAP PI,NTT DATA ITALIA S.P.A.|DERGA CONSULTING SPA|GPI S.P.A.,94734.0,EUR,2025-01-29 17:31:32.431T12:00:00Z,sap
ocds-hu01ve-8692581,ABBANOA SPA,02934390929,,ADESIONE ALLA CONVENZIONE CONSIP 'MICROSOFT ENTERPRISE AGREEMENT 6' PER IL RINNOVO DELLE LICENZE MICROSOFT AZIENDALI E IL RAFFORZAMENTO DELLE CAPACITÀ DI SICUREZZA INFORMATICA E PROTEZIONE CIBERNETICA,TELECOM ITALIA S.P.A.,782484.66,EUR,2025-04-02 16:31:20.098T12:00:00Z,microsoft
ocds-hu01ve-8601481,AZIENDA MUNICIPALE AMBIENTE S.P.A. ROMA,05445891004,,SERVIZIO DI MIGRAZIONE E MANUTENZIONE DELLE LICENZE SOFTWARE ORACLE PER 12 (DODICI) MESI,KAY SYSTEMS ITALIA S.R.L.,208000.0,EUR,2025-03-05 17:31:21.854T12:00:00Z,oracle
ocds-hu01ve-8623866,AMIU GENOVA SPA,03818890109,,"(10/2022) PROCEDURA NEGOZIATA, SENZA BANDO, EX ART. 63 DEL D.LGS. 50/2016 PER LA SCELTA DEL CONTRAENTE CUI AFFIDARE I LAVORI DI REALIZZAZIONE DI UNA VASCA (DENOMINATA VPO) PER LO STOCCAGGIO DEL PERCOL",I.L.S.E.T. SRL,1017130.95,EUR,2025-04-09 16:36:01.830T12:00:00Z,aws
ocds-hu01ve-8627314,TRENTINO DIGITALE S.P.A.,00990320228,,"ACQUISTO DI SERVIZI DI POSTA ELETTRONICA E DI COLLABORATION DI GOOGLE WORKSPACE E SERVIZI ACCESSORI PER LA PROVINCIA AUTONOMA DI TRENTO, ALTRI ENTI E PER TRENTINO DIGITALE S.P.A. MEDIANTE ADESIONE A C",TELECOM ITALIA SPA,4005180.0,EUR,2025-01-21 17:58:52.242T12:00:00Z,google
ocds-hu01ve-8628524,CONCESSIONI AUTOSTRADALI VENETE - CAV SPA,03829590276,,"CONTRATTO ATTUATIVO IN ADESIONE AD ACCORDO QUADRO STIPULATO DA CONSIP S.P.A. PER L'AFFIDAMENTO DI SERVIZI DI CLOUD COMPUTING, DI SICUREZZA, DI REALIZZAZIONE DI PORTALI E SERVIZI ON-LINE E DI COOPERAZI",ALMAWAVE S.P.A.|INDRA ITALIA SPA|INTELLERA CONSULTING S.R.L.|ALMAVIVA S.P.A.,4700249.12,EUR,2025-02-03 17:30:33.811T12:00:00Z,cloud_generic
ocds-hu01ve-8644408,BANCA D ITALIA,00997670583,,APPALTO SPECIFICO NELL'AMBITO DELLO SDAPA PER L'ACQUISIZIONE DI PRODOTTI SOFTWARE IBM DESTINATI AI SISTEMI SERVER E RELATIVO SERVIZIO DI MANUTENZIONE (S003 - 21I32/01) ,DEDAGROUP,12850362.0,EUR,2025-03-06 17:31:30.697T12:00:00Z,ibm
ocds-hu01ve-8650302,ISTAT - ISTITUTO NAZIONALE DI STATISTICA,80111810588,,SPC LOTTO 1 - SERVIZI DI CLOUD COMPUTING - SERVIZI PER IL NATIONAL DATA CATALOG,ENTERPRISE SERVICES ITALIA SRL|POSTE ITALIANE SPA|POSTEL SPA|TELECOM ITALIA SPA,1180005.41,EUR,2025-03-13 17:31:04.454T12:00:00Z,cloud_generic
ocds-hu01ve-8656615,POSTE ITALIANE SPA,97103880585,,TRATTATIVA DIRETTA PER RINNOVO LICENZE E MANUTENZIONE PACCHETTO OFFICE365 CON SO,SOFTWAREONE ITALIA S.R.L.,114623.64,EUR,2025-01-27 17:31:16.805T12:00:00Z,microsoft
ocds-hu01ve-8658128,AGENZIA REGIONALE PER LE POLITICHE ATTIVE DEL LAVORO,93497660725,,AFFIDAMENTO DIRETTO FORNITURA LICENZE GOOGLE WORKSPACE,TELECOM ITALIA S.P.A.,136658.48,EUR,2025-03-06 17:30:08.851T12:00:00Z,google
ocds-hu01ve-8700729,COMUNE DI UDINE,00168650307,,FORNITURA ANNUALE LICENZE GOOGLE WORKSPACE DI TIPO ENTERPRISE,TELECOM ITALIA S.P.A.,82874.0,EUR,2025-05-28 16:31:34.915T12:00:00Z,google
ocds-hu01ve-8703543,POSTE ITALIANE SPA,97103880585,,"SERVIZI DI SUPPORTO AMS, ASSISTENZA TECNICA MACCHINE VIRTUALI E MAN LIC SAP",RUN TIME SOLUTIONS,98957.64,EUR,2025-06-04 16:30:25.021T12:00:00Z,sap
ocds-hu01ve-8709998,POSTE ITALIANE SPA,97103880585,,MANUTENZIONE STORAGE IBM 2022-2023,IBM ITALIA S.P.A.,568615.49,EUR,2025-04-01 16:33:02.694T12:00:00Z,ibm
ocds-hu01ve-8710527,HERA SPA,04245520376,,AZURE 2022-2023,MICROSOFT S.R.L.,2299932.0,EUR,2025-01-03 17:30:54.559T12:00:00Z,microsoft
ocds-hu01ve-8710979,AGENZIA NAZIONALE PER LE POLITICHE ATTIVE DEL LAVORO,97889240582,,SERVIZI DI CLOUD COMPUTING- SPC CLOUD LOTTO 4 -ED.4,ALMAWAVE S.P.A.|INDRA ITALIA SPA|ALMAVIVA S.P.A.|INTELLERA CONSULTING S.R.L.,4927352.6,EUR,2025-05-29 16:31:04.645T12:00:00Z,cloud_generic
ocds-hu01ve-8724329,REGIONE CALABRIA,02205340793,,ADESIONE AL CONTRATTO QUADRO CONSIP SPC CLOUD LOTTO 4 - PER AFFIDAMENTO RTI ALMAVIVA DEI SERVIZI PER IL PORTALE AGROALIMENTARE DELLA REGIONE CALABRIA ,,0.0,EUR,2025-08-19 16:33:52.379T12:00:00Z,almaviva
ocds-hu01ve-8726570,ABBANOA SPA,02934390929,,"SERVIZI DI CLOUD COMPUTING, EROGATI IN MODALITÀ DI CREDITI A VALIDITÀ ANNUALE NECESSARI ALL'EROGAZIONE DI UNA FARM DI TERMINAL SERVER CHE CONSENTA UNA GESTIONE CENTRALIZZATA, SCALABILE E SICURA DELL'A",ENGINEERING INGEGNERIA INFORMATICA S.P.SA.,46260.13,EUR,2025-04-02 16:30:34.025T12:00:00Z,oracle
ocds-hu01ve-8728755,AZIENDA SANITARIA LOCALE BR,01647800745,,ADESIONE CONVENZIONE CONSIP PER I SERVIZI DI 'TELEFONIA FISSA 5' LOTTO 1 - FORNITORE FASTWEB S.P.A. - PRESA D'ATTO PROROGA CONTRATTO DI ULTERIORI 12 MESI SINO AL 03/10/2023 ,FASTWEB S.P.A.,300000.0,EUR,2025-07-08 12:41:47.570T12:00:00Z,fastweb
ocds-hu01ve-8729425,ENERGIA TERRITORIO RISORSE AMBIENTALI ETRA SPA,03278040245,,AGGIORNAMENTO PROGRAMMA DI CORPORATE PERFORMANCE MANAGEMENT COMPRENSIVO DI LICENZE SAP ANALYTICS CLOUD FOR PLANNING 'DATA WAREHOUSE CLOUD'.,SAP ITALIA S.P.A.,257701.06,EUR,2025-03-27 17:31:08.120T12:00:00Z,sap
ocds-hu01ve-8738675,POSTE ITALIANE SPA,97103880585,,8° ATTO AGGIUNTIVO (OPZIONE) CONTRATTO CNED: SERVIZI OFFLOADING ZLINUX IBM,KYNDRYL ITALIA SPA|IBM ITALIA S.P.A.,235000.01,EUR,2025-06-26 16:31:30.423T12:00:00Z,ibm
ocds-hu01ve-9344699,AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A.,05678721001,,"AFFIDAMENTO GARA MULTICLOUD “ACCORDO QUADRO CON DUE OPERATORI ECONOMICI PER LA FORNITURA TRAMITE CSP DI SERVIZI CLOUD, COMPRESIVI DEI SERVIZI A SUPPORTO E DI SERVIZI DI GOVERNANCE DEL CLOUD” RIF. ACCO",KEYTECH SRL|FOS S.P.A.|LIGURIA DIGITALE SPA,740000.0,EUR,2025-02-13 17:31:14.264T12:00:00Z,aws
