ocid,buyer_name,buyer_id,title,desc,supplier,value,currency,date,detected_provider
ocds-hu01ve-7427558,SOGEI SPA,02327910580,,"SERVIZI DI SVILUPPO, MANUTENZIONE E SUPPORTO IN AMBIENTE ORACLE E-BUSINESS",ENGINEERING INGEGNERIA INFORMATICA S.P.A.|NTT DATA ITALIA S.P.A.|SQS ITALIA SPA|PRICEWATERHOUSECOOPERS ADVISORY SPA|ENGINEERING TRIBUTI S.P.A.|ENGINEERING ENGIWEB SECURITY S.R.L.,2072400.0,EUR,2022-03-15T12:00:00Z,oracle
ocds-hu01ve-7435175,MINISTERO SVILUPPO ECONOMICO ( MSE ),80230390587,,RICARICHE PANNELLO PARTNER ARUBA 2019,,0.0,EUR,2022-02-22T12:00:00Z,aruba
ocds-hu01ve-7438043,ISTITUTO POLIGRAFICO E ZECCA DELLO STATO SPA,00399810589,,SERVIZI DI SUPPORTO TECNICO SU TECNOLOGIA MICROSOFT PREMIER SUPPORT,MICROSOFT S.R.L.,300000.0,EUR,2022-03-22T12:00:00Z,microsoft
ocds-hu01ve-7438118,UMBRIA DIGITALE S.C. A R.L.,03761180961,,SERVIZIO DI SUPPORTO ORACLE,ATHENA SRL,195950.0,EUR,2022-01-05T12:00:00Z,oracle
ocds-hu01ve-7441643,AZIENDA PER LA TUTELA DELLA SALUTE,92005870909,,RETTIFICA E/O INTEGRAZIONE CONTRATTO PONTE TELEFONIA FISSA TF4 ASSL SASSARI. FORNITORE TELECOM ITALIA SPA.,TELECOM ITALIA S.P.A.,327868.85,EUR,2022-01-26T12:00:00Z,tim
ocds-hu01ve-7445646,MIN LAV E PREV SOC DIREZ GEN AA GG E PERSONALE,80237250586,,"FORNITURA DI SERVIZI CLOUD, SERVIZI PROFESSIONALI, SERVIZI DI 'SUPPORTO TECNICO DEI DISPOSITIVI HARDWARE ORACLE PREMIER SUPPORT FOR SYSTEMS' E SERVIZI DI SUPPORTO ALL' INFRASTRUTTURA ORACLE HARDWARE E",ORACLE ITALIA SRL A SOCIO UNICO,1312094.12,EUR,2022-02-10T12:00:00Z,oracle
ocds-hu01ve-7459444,AZIENDA PROVINCIALE PER I SERVIZI SANITARI,01429410226,,CONTRATTO BIENNALE MICROSOFT OPEN GOVERNMENT PER SERVIZI E PRODOTTI /2019,SOFTWAREONE ITALIA S.R.L.,78937.68,EUR,2022-01-23T12:00:00Z,microsoft
ocds-hu01ve-7463774,AGENZIA DELLE ENTRATE - RISCOSSIONE,13756881002,,IBM TS3500 TAPE LIBRARY EXPANSION FRAME,WESTPOLE SPA,41332.34,EUR,2022-01-26T12:00:00Z,ibm
ocds-hu01ve-7463918,AZIENDA USL DI PARMA,01874230343,,RECEPIMENTO GARA AVEN SERVIZIO DI MANUTENZIONE SOFTWARE APPLICATIVI SANITARI DI GESTIONE DITTA ENGINEERING,ENGINEERING INGEGNERIA INFORMATICA S.P.A.,661944.0,EUR,2022-03-17T12:00:00Z,engineering
ocds-hu01ve-7464174,AZIENDA ULSS N. 6 EUGANEA,00349050286,,ADEGUAMENTO APPLICATIVI ENGINEERING PER GESTIONE DEL CONSENSO (PROGETTO APRIDOC),,75000.0,EUR,2022-05-06T12:00:00Z,engineering
ocds-hu01ve-7469910,SOCIETA  REGIONALE PER LO SVILUPPO ECONOMICO DELL UMBRIA - SVILUPPUMBRIA S.P.A.,00267120541,,CREDITO SU ACCOUNT GOOGLE ADV PER CAMPAGNA SEM ,GOOGLE IRELAND LTD,220000.0,EUR,2022-01-26T12:00:00Z,google
ocds-hu01ve-7472415,RETE FERROVIARIA ITALIANA - SOCIETA  PER AZIONI,01585570581,,INTERVENTI DI ADEGUAMENTO AGLI OBBLIGHI DI LEGGE DEL FABBRICATO COD. SEDE TECNICA LO1961-OC-FA11 (EX M.M.) UBICATO NEL PIAZZALE DELLA STAZIONE DI ORVIETO.,SINTAGMA SRL|SCALA VIRGILIO & FIGLI SPA|CEPRINI COSTRUZIONI S.R.L.,165000.0,EUR,2022-02-16T12:00:00Z,oracle
ocds-hu01ve-7504814,ISTITUTO NAZIONALE DELLA PREVIDENZA SOCIALE,80078750587,,ACQUISIZIONE SERVIZIO GOOGLE MAPS PER IL CALCOLO DEI PERCORSI EFFETTUATI DAI MEDICI PER LO SVOLGIMENTO DELLE VISITE MEDICHE DI CONTROLLO (VMC),WEB GEO SERVICES,56908.0,EUR,2022-01-03T12:00:00Z,google
ocds-hu01ve-7506262,MM S.P.A.,01742310152,,SERVIZI DI MIGRAZIONE SOL R2 - SAP,VAR GROUP S.P.A.,57280.0,EUR,2022-03-31T12:00:00Z,sap
ocds-hu01ve-7512903,COMMISSARIO DELEGATO O.C.D.P.C. 558/2018,94096150274,,"PROG. 1374 - LAVORI DI MESSA IN SICUREZZA DEL MURO VERTICALE DI SPONDA DEL F. BACCHIGLIONE IN PRECARIE CONDIZIONI DI STABILITÀ, IN CORRISPONDENZA DELLA CLINICA SAN MARCO IN CONTRÀ CHIOARE IN COMUNE DI",AGOSTINI GIANPIETRO S.R.L.,148340.37,EUR,2022-01-26T12:00:00Z,oracle
ocds-hu01ve-7513877,REGIONE CALABRIA,02205340793,,"REALIZZAZIONE DI UNA PIATTAFORMA OPEN DATA REGIONE CALABRIA IN ADESIONE AL CONTRATTO QUADRO CONSIP S.P.A. SERVIZI DI CLOUD COMPUTING, DI SICUREZZA, DI REALIZZAZIONE DI PORTALI E SERVIZI ONLINE E DI CO",ALMAVIVA S.P.A.|ALMAWAVE SRL,1074910.84,EUR,2022-03-15T12:00:00Z,cloud_generic
ocds-hu01ve-7514173,LIGURIA DIGITALE S.P.A.,02994540108,,"SERVIZI DI CLOUD COMPUTING' RIF. CONVENZIONE SERVIZI DI CLOUD COMPUTING, DI SICUREZZA, DI REALIZZAZIONE DI PORTALI E SERVIZI ONLINE E DI COOPERAZIONE APPLICATIVA PER LE PUBBLICHE AMMINISTRAZIONI' ",TELECOM ITALIA S.P.A.|POSTE ITALIANE SPA|POSTECOM SPA|HP ENTERPRISE SERVICES ITALIA S.R.L.,380099.91,EUR,2022-05-15T12:00:00Z,cloud_generic
ocds-hu01ve-7515954,BANCA D ITALIA,00997670583,,ACQUISIZIONE DI LICENZE D’USO E MANUTENZIONE MICROSOFT EA,TELECOM ITALIA S.P.A.,6565968.0,EUR,2022-03-21T12:00:00Z,microsoft
ocds-hu01ve-7517148,REGIONE VENETO,80007580279,,"ACQUISIZIONE MEDIANTE RDO SU MEPA EX ART. 36, CO. 2, LETT. B), DEL D.LGS N. 50/2016 E SS.MM.II. DI SERVIZI DI CONNETTIVITÀ PER L'ACCESSO A SERVIZI CLOUD ",TELECOM ITALIA S.P.A.,185000.0,EUR,2022-05-06T12:00:00Z,cloud_generic
ocds-hu01ve-7521624,AZIENDA SOCIO SANITARIA TERRITORIALE (ASST) DELLA VALLE OLONA,03510190121,,ASSISTENZA E MANUTENZIONE SOFTWARE ORACLE E-BUSINESS SUITE PER 36 MESI CON OPZIONE DI RINNOVO PER 12 MESI,CS2 SOLUTIONS,275625.0,EUR,2022-02-21T12:00:00Z,oracle
ocds-hu01ve-7623230,POSTE ITALIANE SPA,97103880585,,"AQ SVILUPPI SU MICROSOFT COLLABORATION, COGNITIVE, IOT E BLOCKCHAIN",ENGINEERING DHUB S.P.A.|AVANADE ITALY SRL|EY ADVISORY S.P.A.|IBM ITALIA S.P.A.,864445.97,EUR,2022-01-26T12:00:00Z,microsoft
ocds-hu01ve-7788722,ISTITUTO NAZIONALE DI FISICA NUCLEARE (I.N.F.N.),84001850589,,"FORNITURA DI UN SISTEMA DI CALCOLO SCIENTIFICO E DI STORAGE PER IL POTENZIAMENTO DEL NODO CLOUD INFN (INFN CLOUD COMPUTING) DELLA E-INFRASTUCTURE ELIXIR, PROGETTO CNRBIOMICS",RICCA IT S.R.L. ,444402.55,EUR,2022-10-30 08:39:01.218T12:00:00Z,cloud_generic
ocds-hu01ve-7813343,LARIO RETI HOLDING S.P.A. IN ACRONIMO LRH S.P.A.,03119540130,,PROGETTO INTEGRAZIONE SISTEMI CON SALESFORCE,ENGINEERING INGEGNERIA INFORMATICA,215000.0,EUR,2022-07-27 18:40:27.307T12:00:00Z,salesforce
ocds-hu01ve-7820311,SOGEI SPA,02327910580,,RINNOVO LICENZE GOOGLE API E ACQUISTO NUOVE LICENZE PER DT E SOGEI - RDA 49949 - INIZIATIVA SOGEI 16/2020,NOOVLE S.R.L.,135000.0,EUR,2022-11-18 15:38:57.823T12:00:00Z,google
ocds-hu01ve-7820984,AZIENDA USL TOSCANA NORD OVEST,02198590503,,TIM SPA - MANUTENZIONI CISCO + SERVIZI PROFESSIONALI -  - RIF. DET. 447 DEL 27/03/2020 - LOTTO 2 - VALIDITÀ 01/07/2020-30/06/2023 (RIF. CECILIA CAVALLINI,TELECOM ITALIA SPA,423000.0,EUR,2022-09-05 08:06:27.184T12:00:00Z,tim
ocds-hu01ve-7821020,GEOFOR S.P.A. SOCIETA  CON SOCIO UNICO RETIAMBIENTE S.P.A.,01153330509,,RINNOVO SERVIZIO DI RIPARAZIONE SU GUASTO - ATTREZZATURE DI MARCA NORD ENGINEERING,AUTOFFICINA COPPINI DI CECCANTI DELIA,66100.0,EUR,2022-09-05 08:05:49.117T12:00:00Z,engineering
ocds-hu01ve-7821070,AZIENDA USL TOSCANA NORD OVEST,02198590503,,RTI TIM E LUTECH - MANUTENZIONI ALTRI + SERVIZI PROFESSIONALI  - RIF. DET. 447 DEL27/03/2020 - LOTTO 6 - VALIDITÀ 01/07/2020-30/06/2023 (RIF. CECILIACAVALLINI),TELECOM ITALIA SPA|LUTECH SPA,491000.0,EUR,2022-09-05 13:57:34.930T12:00:00Z,tim
ocds-hu01ve-7824089,POSTE ITALIANE SPA,97103880585,,RINNOVO MANUTENZIONE INFRASTRUTTURA STORAGE IBM,IBM ITALIA S.P.A.,958379.0,EUR,2022-09-05 08:06:49.640T12:00:00Z,ibm
ocds-hu01ve-7824286,AZIENDA USL TOSCANA NORD OVEST,02198590503,,TIM SPA - MANUTENZIONI CIBM + SERVIZI PROFESSIONALI -  - RIF. DET. 447 DEL 27/03/2020 - LOTTO 3 - VALIDITÀ 01/07/2020-30/06/2023 (RIF. CECILIA CAVALLINI,TELECOM ITALIA SPA,42429.0,EUR,2022-09-05 13:59:18.315T12:00:00Z,tim
ocds-hu01ve-7826735,HERA SPA,04245520376,,EXTENDED ECM ENABLER FOR SALESFORCE,TECHEDGE S.P.A.,55800.0,EUR,2022-09-05 13:59:13.079T12:00:00Z,salesforce
ocds-hu01ve-7827922,GESTIONE IMPIANTI E SERVIZI ECOLOGICI CASERTANI S.P.A.,03550730612,,SALA AUDIOVIDEO CONFERENCE - YEALINK VC MVC500 WIRELESS - MICROSOFT TEAMS CERTIFIED VIDEOCONFERENCE SYSTEM,,0.0,EUR,2022-09-05 13:58:12.480T12:00:00Z,microsoft
ocds-hu01ve-7839520,UNIVERSITA  DEGLI STUDI DI ROMA  LA SAPIENZA ,80209930587,,3 X LICENZE SOFTWARE ORACLE MYSQL ENTERPRISE SUBSCRIPTION (1-4 SOCKET SERVER),ARSLOGICA SISTEMI S.R.L.,9900.0,EUR,2022-10-04 16:43:18.549T12:00:00Z,oracle
ocds-hu01ve-8170103,AZIENDA SANITARIA LOCALE ROMA 6,04737811002,,"PROROGA AI SENSI DELL'ART. 106 COMMA 11, DEL CONTRATTO DI FORNITURA ORIGINARIA, AFFIDATA AL RTI AGGIUDICATARIO COMPOSTO DALLE AZIENDE FASTWEB SPA IN QUALITÀ DI MANDATARIA E MATICMIND SPA IN QUALITÀ DI",FASTWEB SPA,124461.09,EUR,2022-02-18T12:00:00Z,fastweb
ocds-hu01ve-8303671,POSTE ITALIANE SPA,97103880585,,FORNITURA N. 78 PDA E 50 LETTORI BARCODE PROGETTO TIM CALCIO,FOCELDA,79018.0,EUR,2022-01-13T12:00:00Z,tim
ocds-hu01ve-7174571,INFORMATICA ALTO ADIGE SPA,01468500218,,SERVIZI DI SUPPORTO PER SISTEMA DI BACKUP IBM DI IAA,"FASTWEB S.P.A.|FINMECCANICA SPA|IBM ITALIA S.P.A.|SISTEMI INFORMATIVI SRL, SOCIETÀ CON SOCIO UNICO. SOCIETÀ SOGGETTA A DIREZIONE E  COORDINAMENTO DI IBM ITALIA S.P.A",186421.5,EUR,2022-01-26T12:00:00Z,ibm
ocds-hu01ve-7201565,UMBRIA DIGITALE S.C. A R.L.,03761180961,,SERVIZIO DI MANUTENZIONE HARDWARE IBM,PUCCI UFFICIO,174942.45,EUR,2022-01-11T12:00:00Z,ibm
ocds-hu01ve-7319804,ROMA CAPITALE,02438750586,,"ADESIONE CONVENZIONE CONSIP SERVIZI TELEFONIA MOBILE PER LE PA LOTTO UNICO TELEFONIA MOBILE 7, AFFIDAMENTO A TELECOM ITALIA DEI SERVIZI DI TELEFONIA MOBILE E CONNESSI PREVISTI DALLA CONVENZIONE TELEFO",TELECOM ITALIA S.P.A.,147540.99,EUR,2022-02-22T12:00:00Z,tim
ocds-hu01ve-7331435,ACI INFORMATICA SOCIETA' PER AZIONI IN BREVE ACI INFORMATICA S.P.A.,00405030586,,ACQUISIZIONE DI LICENZE GOOGLE G-SUITE (BUSINESS EDITION) ,NOOVLE S.R.L.,935856.0,EUR,2022-02-10T12:00:00Z,google
ocds-hu01ve-7337216,AMMINISTRAZIONE PROVINCIALE DI PERUGIA,00443770540,,EVENTI SISMICI 2016. RIPARAZIONE  DANNO E MIGLIORAMENTO SISMICO EDIFICIO  L. MAGISTRALE  PIERALLI VIA DEL PARIONE PERUGIA OC N. 33/2017 DET A CONTRARRE. INDIZIONE PROCEDURA APERTA  'AFFIDAMENTO SERVIZ,POLITECNICA - INGEGNERIA ED ARCHITETTURA - SOCIETA COOPERATIVA|COOPROGETTI SOC COOP.VA A R.L.,396074.68,EUR,2022-01-12T12:00:00Z,oracle
ocds-hu01ve-7478793,ISTITUTO POLIGRAFICO E ZECCA DELLO STATO SPA,00399810589,,"SERVIZI DI FORMAZIONE, SUPPORTO SPECIALISTICO, FORNITURA E MANUTENZIONE DI LICENZE SOFTWARE SAP",SIDI SPA,2770339.25,EUR,2022-03-23T12:00:00Z,sap
ocds-hu01ve-7498538,ACI INFORMATICA SOCIETA' PER AZIONI IN BREVE ACI INFORMATICA S.P.A.,00405030586,,SERVIZIO DI MANUTENZIONE “ON SITE” DELLE APPARECCHIATURE HW DI TECNOLOGIA IBM,DEDAGROUP S.P.A.,692057.14,EUR,2022-06-23T12:00:00Z,ibm
ocds-hu01ve-7524343,REGIONE VENETO,80007580279,,O.C.D.P.C. N. 558/18 - OC N. 9 DEL 22.05.2019  LAVORI DI RIPRISTINO DELLE DIFESE SPONDALI E DELLA SEZIONE IDRAULICA LUNGO IL TORRENTE CREVADA IN COMUNE DI SAN PIETRO DI FELETTO E REFRONTOLO (TV) INT.N,GECOMA S.R.L.,161000.0,EUR,2022-01-26T12:00:00Z,oracle
ocds-hu01ve-7528138,REGIONE VENETO,80007580279,,LAVORI DI RIPRISTINO COPERTURE EDIFICI DEL COMPLESSO DI VILLA ZUPPANI IN PARTICOLARE LA CHIESETTA IN LOCALITÀ TRIVA A SEDICO (BL). OC 9-2019 CODICE PROVBL-113,,0.0,EUR,2022-05-12T12:00:00Z,oracle
ocds-hu01ve-7533269,ISTITUTO REGIONALE PER IL SUPPORTO ALLE POLITICHE DELLA LOMBARDIA (POLIS-LOMBARDIA),07221390961,,FORNITURA DEL SERVIZIO GSUITE FOR BUSINESS PER N.150 ACCOUNT PER UN PERIODO TRIENNALE E DI ASSISTENZA PROTEZIONE DATI,NOOVLE SRL,61913.6,EUR,2022-02-28T12:00:00Z,google
