ocid,buyer_name,buyer_id,title,desc,supplier,value,currency,date,detected_provider
ocds-hu01ve-7713205,COMUNE DI GENOVA,00856930102,,"L'ADESIONE AL CONTRATTO QUADRO CONSIP CONSIP DEL LOTTO 4 - SERVIZI DI REALIZZAZIONE E GESTIONE DI PORTALI E SERVIZI ON-LINE , PER L'AFFIDAMENTO DEI SERVIZI CLOUD COMPUTING, DI SICUREZZA, DI REALIZZAZI",,0.0,EUR,2022-05-27 09:14:26.961T12:00:00Z,cloud_generic
ocds-hu01ve-7755283,UNIVERSITA  DEGLI STUDI DI ROMA  LA SAPIENZA ,80209930587,,SERVIZI DI SUPPORTO TECNICO ORACLE,ARSLOGICA SISTEMI S.R.L.,175098.0,EUR,2022-10-04 00:18:51.604T12:00:00Z,oracle
ocds-hu01ve-7762969,ISTITUTO NAZIONALE DELLA PREVIDENZA SOCIALE,80078750587,,                  FORNITURA DI UN 'AZURE MONETARY COMMITMENT' MICROSOFT TRAMITE CONTRATTO 'SERVER AND CLOUD ENROLLMENT (SCE)',TELECOM ITALIA S.P.A.,210910.9,EUR,2022-09-21 02:11:48.206T12:00:00Z,microsoft
ocds-hu01ve-7776139,CONSORZIO PER IL SISTEMA INFORMATIVO (CSI PIEMONTE),01995120019,,ACQUISIZIONE DI LICENZE 'PROPRIETARY APPLICATION HOSTING' DI PRODOTTI ORACLE PER L'UTILIZZO SULLA PIATTAFORMA CLOUD DEL CSI-PIEMONTE (DA20_051),ORACLE ITALIA S.R.L.,1607800.32,EUR,2022-11-10 06:06:59.511T12:00:00Z,oracle
ocds-hu01ve-7640968,ROMA CAPITALE,02438750586,,FORNITURA DI SERVIZI DI CLOUD COMPUTING - PORTALE MARCO AURELIO,POSTECOM S.P.A.|POSTEL - GRUPPO POSTE ITALIANE|POSTE ITALIANE S.P.A.|HP ENTERPRISE SERVICES ITALIA S.R.L.|TELECOM ITALIA SPA,354173.0,EUR,2022-08-28 16:56:53.778T12:00:00Z,cloud_generic
ocds-hu01ve-7641018,ROMA CAPITALE,02438750586,,AFFIDAMENTO DI SERVII DI FORNITURE DI LICENZE SAP,,0.0,EUR,2022-08-28 16:58:45.613T12:00:00Z,sap
ocds-hu01ve-7665075,DIREZIONE DI INTENDENZA - ROMA,97928840582,,"ATTIVAZIONE TIM TUO N^ 2 UTENZA (CORCIONE,RUSSO) - 5336327 ",,0.0,EUR,2022-08-28 16:56:24.608T12:00:00Z,tim
ocds-hu01ve-7694057,TERRITORIO ENERGIA AMBIENTE SPA MANTOVA,01838280202,,"SALESFORCE,LICENZE SALES & SERVICE CLOUD,CUSTOMER CUM,LIGHTNING EXT,PREMIER SUP",SALESFORCE.COM ITALY S.R.L.,1077999.0,EUR,2022-11-17 13:06:38.070T12:00:00Z,salesforce
ocds-hu01ve-7705068,EUR S.P.A.,80045870583,,SERVIZIO TECNICO MICROSOFT PREMIER SUPPORT STANDARD PER SUPPORTO EVOLUTIVO PIATTAFORMA TECNOLOGICA  VS O365 & AZURE ANNO 2020,MICROSOFT S.R.L.,50000.0,EUR,2022-10-20 16:30:04.710T12:00:00Z,microsoft
ocds-hu01ve-7751583,SOLUZIONI PER IL SISTEMA ECONOMICO SPA,05851091008,,CANONE DI MANUTENZIONE ORACLE (CONTRATTO N. 19974529) ,ORACLE ITALIA S.R.L.,63787.08,EUR,2022-11-07 21:28:49.539T12:00:00Z,oracle
ocds-hu01ve-7498715,FONDAZIONE OPERA NAZIONALE ASSISTENZA ORFANI SANITARI ITALIANI,00317040541,,ADESIONE CONVENZIONE TELEFONIA FISSA 5 FASTWEB,,0.0,EUR,2022-02-10T12:00:00Z,fastweb
ocds-hu01ve-7538257,AZIENDA UNITA SANITARIA LOCALE N. 5  SPEZZINO ,00962520110,,ADESIONE AI SERVIZI DI CLOUD COMPUTING 'SPC CLOUD LOTTO 1' CON TELECOM ITALIA S.P.A. FINO AL TERMINE DELLA CONVENZIONE PREVISTA PER IL 20/07/2021 E COMUNQUE PER UN PERIODO MASSIMO DI 24 MESI,TELECOM ITALIA SPA,48128.04,EUR,2022-02-18T12:00:00Z,tim
ocds-hu01ve-7548358,AZIENDA SANITARIA LOCALE N. 2 SAVONESE,01062990096,,ADESIONE ALLA CONVENZIONE 'MICROSOFT EA5 - FORNITURA DI LICENZE D'USO MICROSOFT ENTERPRISE AGREEMENT E DEI SERVIZI CONNESSI PER LE PUBBLICHE AMMINISTRAZIONI - LOTTO UNICO' STIPULATA DA CONSIP S.P.A. C,TELECOM ITALIA S.P.A.,1047465.9,EUR,2022-01-21T12:00:00Z,microsoft
ocds-hu01ve-7559165,AZIENDA PROVINCIALE PER I SERVIZI SANITARI,01429410226,,ADESIONE ALLACONVENZIONE 'GARA SISTEMI GESTIONALI INTEGRATI - LOTTO 4' PER IL PROGETTO DI 'IMPLEMENTAZIONEDELLA SOLUZIONE SAP NELL'AMBITO AMMINISTRATIVO/CONTABILE E LOGISTICO DI APSS'  ,,0.0,EUR,2022-02-23T12:00:00Z,sap
ocds-hu01ve-7560955,REGIONE VENETO,80007580279,,ACQUISIZIONE DEI SERVIZI DI ASSISTENZA A SUPPORTO DI LICENZE ORACLE OIM TRAMITE RDO SU PIATTAFORMA CONSIP MEPA  ,SPRING FIRM SRL,115258.7,EUR,2022-05-06T12:00:00Z,oracle
ocds-hu01ve-7561567,REGIONE VENETO,80007580279,,ACQUISIZIONE DI SERVIZI DI MANUTENZIONE DELLE LICENZE ORACLE OIM TRAMITE RDO SU PIATTAFORMA CONSIP MEPA ,SPRING FIRM SRL,135795.53,EUR,2022-05-06T12:00:00Z,oracle
ocds-hu01ve-7573472,LARIO RETI HOLDING S.P.A. IN ACRONIMO LRH S.P.A.,03119540130,,"PROCEDURA APERTA TRAMITE PIATTAFORMA TELEMATICA PER I SERVIZI DI CALL CENTER PER IL NUMERO VERDE INFORMAZIONI, NUMERO VERDE PRONTO INTERVENTO CON FUNZIONALITA' 24/7 E CENTRALINO POSTO OPERATORE - FORN",,0.0,EUR,2022-05-27T12:00:00Z,salesforce
ocds-hu01ve-7583259,REGIONE AUTONOMA DELLA SARDEGNA,80002870923,,"AM SIBAR-SIBEAR 2020-2021 - PROCEDURA NEGOZIATA SENZA PUBBLICAZIONE DEL BANDO DI GARA PER L'AFFIDAMENTO DI NUOVI SERVIZI CONSISTENTI NELLA RIPETIZIONE DI SERVIZI ANALOGHI ( EX ART. 63, COMMA 5, D.LGS ",AICOF SRL|ACCENTURE S.P.A.|ACCENTURE TECHNOLOGY SOLUTIONS - IT,5419500.0,EUR,2022-06-21T12:00:00Z,cloud_generic
ocds-hu01ve-7587825,AZIENDA ULSS N. 3 SERENISSIMA,02798850273,,BONIFICA AMIANTO PAD. GAGGIA OC VENEZIA ,EUREKA,44930.0,EUR,2022-01-26T12:00:00Z,oracle
ocds-hu01ve-7645063,SOGEI SPA,02327910580,,GARA PER LICENZE D'USO E RINNOVO DELLA MANUTENZIONE DEI PRODOTTI SOFTWARE MICROSOFT PER SOGEI - ID 2199,TELECOM ITALIA S.P.A.,60324699.6,EUR,2022-10-19 13:42:53.452T12:00:00Z,microsoft
ocds-hu01ve-7694816,AGENZIA DI TUTELA DELLA SALUTE DELLA VAL PADANA,02481970206,,ADESIONE GARA AGGREGATA (ATS MI CAPOFILA) - SERVIZIO DI MANUTENZIONE E SUPPORTO DELLE LICENZE ORACLE E-BUSINESS E ORACLE DATABASE PER UN PERIODO DI 24 MESI,ORACLE ITALIA S.R.L.,50886.34,EUR,2022-10-20 15:29:00.120T12:00:00Z,oracle
