Id Scheda;Nome;Tipologia;Nome Fornitore;Livello di qualificazione/adeguamento;Data di qualificazione;Scadenza qualificazione
SA-1770;Resettami COM;SaaS;CLE SRL;1;2025-06-09;2028-06-09
SA-3943;Securguida;SaaS;AVENUE SRL;1;2025-06-09;2028-06-09
SA-2655;Resettami COT PUA Distrettuale;SaaS;CLE SRL;1;2025-06-09;2028-06-09
IA-4030;Secure Public Cloud Microsoft IaaS;IaaS;Polo Strategico Nazionale;2;2025-06-06;2028-06-06
IA-4031;Secure Public Cloud Google IaaS;IaaS;Polo Strategico Nazionale;2;2025-06-06;2028-06-06
PA-4032;Secure Public Cloud Microsoft PaaS;PaaS;Polo Strategico Nazionale;2;2025-06-06;2028-06-06
PA-5790;Secure Public Cloud Amazon Web Services PaaS;PaaS;Polo Strategico Nazionale;2;2025-06-06;2028-06-06
IA-3894;Virtual Data Center;IaaS;Sidera ICTease S.r.l.;2;2025-06-09;2028-06-09
IA-5958;Virtual Data Center Bz;IaaS;Sidera ICTease S.r.l.;1;2025-06-09;2028-06-09
SA-4722;AIWave;SaaS;Almawave SPA;1;2025-06-11;2028-06-11
SA-1920;Iride Cognitive Platform;SaaS;Almawave SPA;1;2025-06-11;2028-06-11
SA-1981;Flyscribe;SaaS;Almawave SPA;1;2025-06-11;2028-06-11
SA-3777;Steppy GeCo – Gestione Concessioni per Smart City;SaaS;S.T.E.P. S.R.L.;1;2025-06-11;2028-06-11
SA-258;ZIMBRA & ZEXTRAS CLOUD;SaaS;Studio Storti Srl;1;2025-06-11;2028-06-11
PA-5457;IBM Cloud DataBase as a Service (DBaaS);PaaS;IBM ITALIA SPA;1;2025-06-16;2028-06-16
SA-3073;EntrateOnline One.Pay;SaaS;Oesis s.r.l.;1;2025-06-17;2028-06-17
IA-4058;Google Cloud VMware engine - GCVE;IaaS;Google Cloud Italy S.r.l.;2;2025-06-17;2028-06-17
PA-4055;Dialogflow;PaaS;Google Cloud Italy S.r.l.;2;2025-06-17;2028-06-17
PA-4057;Document aI;PaaS;Google Cloud Italy S.r.l.;2;2025-06-17;2028-06-17
SA-6397;SAP S/4HANA Cloud, Private Edition on AWS;SaaS;SAP SE;1;2025-06-16;2028-06-16
PA-1350;SAP Business Technology Platform;PaaS;SAP SE;1;2025-06-16;2028-06-16
SA-5901;Maximo Application Suite as a Service;SaaS;IBM ITALIA SPA;1;2025-06-16;2028-06-16
SA-676;elixForms;SaaS;Anthesi srl;1;2025-06-17;2028-06-17
SA-3074;EntrateOnline E-market;SaaS;Oesis s.r.l.;1;2025-06-17;2028-06-17
PA-3957;Certificate Authority Service;PaaS;Google Cloud Italy S.r.l.;2;2025-06-17;2028-06-17
PA-3962;Cloud Speech-to-Text;PaaS;Google Cloud Italy S.r.l.;2;2025-06-17;2028-06-17
SA-4044;Cloud Vision API OCR;SaaS;Google Cloud Italy S.r.l.;2;2025-06-17;2028-06-17
PA-6207;Generative AI on Vertex AI;PaaS;Google Cloud Italy S.r.l.;2;2025-06-17;2028-06-17
PA-4070;Vertex AI Platform;PaaS;Google Cloud Italy S.r.l.;2;2025-06-17;2028-06-17
SA-4061;reCaptcha enterprise;SaaS;Google Cloud Italy S.r.l.;2;2025-06-17;2028-06-17
PA-4064;Traffic Director/Cloud Service Mesh;PaaS;Google Cloud Italy S.r.l.;2;2025-06-17;2028-06-17
PA-6452;Google SecOps - SIEM/SOAR;PaaS;Google Cloud Italy S.r.l.;2;2025-06-17;2028-06-17
SA-6219;SIS - Sistema Informativo Sociale;SaaS;CADMO Infor s.r.l.;1;2025-06-17;2028-06-17
SA-3147;ORARIO WEB;SaaS;Argo Software srl;1;2025-06-17;2028-06-17
SA-3796;ImperiumData;SaaS;CAR-TECH S.R.L.;1;2025-06-17;2028-06-17
IA-6233;ICFC - IC for Cloud Virtual Data Center;IaaS;Infocamere S.c.p.a;2;2025-06-17;2028-06-17
IA-6464;Servizio IaaS DCUR;IaaS;IN.VA S.p.A.;2;2025-06-17;2028-06-17
SA-5814;Si-Cloud Backup per la PA Plan;SaaS;Si.El.Co. Srl;1;2025-05-21;2028-05-21
SA-712;Cportal360;SaaS;STARCH srl;1;2025-05-21;2028-05-21
SA-6041;FirmoSemplice su OCI;SaaS;01Sistemi s.r.l.;1;2025-05-23;2028-05-23
SA-6260;Partecipa33 - Democrazia partecipativa;SaaS;Pa33 s.r.l.;1;2025-05-30;2028-05-30
SA-6225;SIMOG33 - PAD ANAC;SaaS;Pa33 s.r.l.;1;2025-05-30;2028-05-30
SA-2528;Sibyl IOnline;SaaS;Progetti e Soluzioni SPA;1;2025-05-30;2028-05-30
PA-2061;PaaS CCTT;PaaS;Telecom Italia S.p.A.;2;2025-06-03;2028-06-03
SA-2448;SCT CCTTCollaborativeEditing;SaaS;Telecom Italia S.p.A.;1;2025-06-03;2028-06-03
SA-2422;SCT Mailbox Evoluta;SaaS;Telecom Italia S.p.A.;1;2025-06-03;2028-06-03
SA-5443;ATMOsphere;SaaS;Dedalus Italia spa;2;2025-06-09;2028-06-09
SA-5416;wHospital;SaaS;Dedalus Italia spa;2;2025-06-09;2028-06-09
SA-552;Clio-OnAir;SaaS;CLIO S.r.l.;1;2025-06-09;2028-06-09
SA-549;Clio Centralino Virtuale;SaaS;CLIO S.r.l.;1;2025-06-09;2028-06-09
PA-243;Clio Cloud Hosting;PaaS;CLIO S.r.l.;1;2025-06-09;2028-06-09
SA-1341;CLIO LMS;SaaS;CLIO S.r.l.;1;2025-06-09;2028-06-09
SA-553;BITMEETING;SaaS;CLIO S.r.l.;1;2025-06-09;2028-06-09
SA-5429;IVD Solution;SaaS;Dedalus Italia spa;2;2025-06-09;2028-06-09
SA-4376;GisMaster R.Lig;SaaS;Technical Design s.r.l.;1;2025-06-11;2028-06-11
SA-1719;TELEMONEY;SaaS;ASTROTEL S.R.L.;1;2025-06-12;2028-06-12
SA-6518;StayTour - GCP;SaaS;Hyksos Srl;1;2025-06-12;2028-06-12
PA-6780;Netsons Server Gestiti;PaaS;Netsons srl;1;2025-08-18;2028-08-18
IA-5061;CloudGuard IaaS Virtual Network Firewall per GCP;IaaS;Check Point Software Technologies Italia Srl;1;2025-08-18;2028-08-18
IA-5062;CloudGuard IaaS Virtual Network Firewall per AWS di Check Point;IaaS;Check Point Software Technologies Italia Srl;1;2025-08-18;2028-08-18
SA-3440;ECS NEXTCLOUD;SaaS;EUROPSYS SRL;1;2025-08-18;2028-08-18
SA-5777;FortiEDR;SaaS;Fortinet Inc.;1;2025-08-18;2028-08-18
SA-4299;usBIM.appaltodigitale;SaaS;ACCA software S.p.A.;1;2025-08-18;2028-08-18
SA-6142;ellipse RemoteCare;SaaS;Engineering Ingegneria Informatica S.p.a.;2;2025-08-18;2028-08-18
SA-3735;BETAPOL;SaaS;RINNOVAPA S.R.L.;1;2025-08-11;2028-08-11
SA-3154;Scanshare Concorsi Digitali;SaaS;SCANSHARE SRL;1;2025-08-19;2028-08-19
SA-4310;Archivia Document Center;SaaS;CNI SpA;2;2025-08-20;2028-08-20
SA-3928;Socialws;SaaS;Computer-Pro S.r.l.;1;2025-08-20;2028-08-20
SA-1533;Genoma Master Services (G-MS);SaaS;Global Industrial Services International srl;1;2025-08-20;2028-08-20
SA-6634;Posta elettronica;SaaS;Genesys Informatica srl;1;2025-08-20;2028-08-21
SA-5570;IoT Smart Seat;SaaS;Nordcom S.p.A.;1;2025-08-21;2028-08-21
SA-5566;EasyFine;SaaS;Nordcom S.p.A.;1;2025-08-21;2028-08-21
SA-2390;eAMB;SaaS;ENTAKSI SOLUTIONS SpA;2;2025-08-19;2028-08-19
SA-2351;eCON FE;SaaS;ENTAKSI SOLUTIONS SpA;2;2025-08-19;2028-08-19
SA-4052;eNSP;SaaS;ENTAKSI SOLUTIONS SpA;2;2025-08-19;2028-08-19
SA-2165;eCON;SaaS;ENTAKSI SOLUTIONS SpA;2;2025-08-19;2028-08-19
SA-3239;One LAVORO;SaaS;WOLTERS KLUWER ITALIA SRL;1;2025-08-22;2028-08-22
SA-3230;Il QG Il Quotidiano Giuridico;SaaS;WOLTERS KLUWER ITALIA SRL;1;2025-08-22;2028-08-22
SA-6716;Flumind;SaaS;ALLOY S.R.L.;1;2025-08-26;2028-08-26
SA-821;GINVE.CLOUD;SaaS;Futura Sistemi srl;1;2025-08-26;2028-08-26
SA-4089;Autorizzo.com;SaaS;Gestione Servizi SpA;1;2025-08-26;2028-08-26
SA-4090;UnigestWeb;SaaS;Gestione Servizi SpA;1;2025-08-26;2028-08-26
SA-4091;Sanzioni.cloud;SaaS;Gestione Servizi SpA;1;2025-08-26;2028-08-26
SA-4159;TrasparenzaPA;SaaS;Digitalpa Srl;1;2025-09-02;2028-09-02
SA-4166;Lavori Pubblici;SaaS;Digitalpa Srl;1;2025-09-02;2028-09-02
SA-4162;Portale eGov;SaaS;Digitalpa Srl;1;2025-09-02;2028-09-02
SA-4158;Acquisti Telematici;SaaS;Digitalpa Srl;1;2025-09-02;2028-09-02
SA-3798;Adobe Target;SaaS;ADOBE SYSTEMS SOFTWARE IRELAND LIMITED;1;2025-08-22;2028-08-22
SA-4227;SI-Cloud Centralino PA;SaaS;Si.El.Co. Srl;1;2025-08-22;2028-08-22
SA-5206;Conservazione Digitale;SaaS;Intesi Group SpA;1;2025-08-26;2028-08-26
SA-6688;SmartPA ( Fiscalità locale , Edilizia e Geoportale );SaaS;IDEA SISTEMI SAS di Raviglione Antonello & c;1;2025-08-26;2028-08-26
SA-6759;pagaonlinePA;SaaS;Progetti e Soluzioni SPA;1;2025-08-26;2028-08-26
SA-5212;Piattaforma web "Semplícita Servizi Sociali" su Aruba;SaaS;SERVIZI LOCALI S.p.A.;1;2025-08-26;2028-08-26
SA-4170;Canopo Audit;SaaS;Shorr Kan Srl;1;2025-08-26;2028-08-26
SA-6861;DDDPOLICE;SaaS;SIAK SISTEMI S.R.L.;1;2025-08-28;2028-08-28
SA-6481;Teleservizi;SaaS;TELEVITA S.P.A.;2;2025-08-28;2028-08-28
SA-6631;DNV Imatis;SaaS;DNV Imatis AS;2;2025-09-02;2028-09-02
SA-4252;SGAP - SISTEMA GESTIONE ALBI PROFESSIONALI;SaaS;Parsec 3.26 S.r.l.;1;2025-09-02;2028-09-02
SA-6126;Synedrio;SaaS;WRITE SYSTEM SRL;1;2025-09-02;2028-09-02
SA-6714;AEM as Managed Services su Azure;SaaS;ADOBE SYSTEMS SOFTWARE IRELAND LIMITED;1;2025-09-22;2028-09-22
SA-6880;AEM as Managed Services su AWS;SaaS;ADOBE SYSTEMS SOFTWARE IRELAND LIMITED;1;2025-09-22;2028-09-22
SA-3948;Cyber Portal;SaaS;MICROREX SPA;1;2025-09-22;2028-09-22
SA-6900;TUTTOSERVIZI;SaaS;Studio Amica Srl (ex STUDIO AMICA soc. coop.);1;2025-09-22;2028-09-22
SA-2353;DOCSPA;SaaS;NTT DATA Italia S.p.A.;1;2025-09-12;2028-09-12
SA-4301;Siav Virgilio;SaaS;SIAV SPA;1;2025-09-12;2028-09-12
SA-3981;PassLab;SaaS;STRATECH S.R.L.;1;2025-09-12;2028-09-12
SA-6158;Pubblicittà;SaaS;STRATECH S.R.L.;1;2025-09-12;2028-09-12
SA-3980;SiCall;SaaS;STRATECH S.R.L.;1;2025-09-12;2028-09-12
SA-3978;SiPlate;SaaS;STRATECH S.R.L.;1;2025-09-12;2028-09-12
SA-6737;CCH Tagetik su Microsoft Azure;SaaS;Tagetik Software Srl;1;2025-09-12;2028-09-12
SA-6441;CCH Tagetik su AWS;SaaS;Tagetik Software Srl;1;2025-09-12;2028-09-12
SA-6734;Latitude;SaaS;VERTICAL SRL;1;2025-09-12;2028-09-12
SA-6336;Cynamics;SaaS;We-Com s.r.l.;1;2025-09-12;2028-09-12
SA-3174;Suite Servizi We-Com;SaaS;We-Com s.r.l.;1;2025-09-12;2028-09-12
SA-5337;Trellix Intelligent Virtual Execution (IVX) Cloud;SaaS;TRELLIX ITALY S.R.L.;2;2025-01-07;2028-01-06
SA-6587;Intellikore;SaaS;Intellitronika srl;2;2025-09-15;2028-09-15
SA-6553;iBWC;SaaS;Intellitronika srl;2;2025-09-15;2028-09-15
SA-4875;Giotto Things;SaaS;Almaviva S.p.A.;2;2024-11-26;2027-11-25
SA-3996;Akamai Secure DNS Resolver;SaaS;AKAMAI TECHNOLOGIES S.R.L.;1;2025-09-12;2028-09-12
SA-3195;ADSDoc 2N;SaaS;AD System Italia Srl;1;2025-09-12;2028-09-12
SA-4144;CHORALLY;SaaS;CHORALLY SRL;1;2025-09-12;2028-09-12
SA-6785;INIX Vaultix (Lina Backup SaaS);SaaS;INIX GROUP ITALIA SRL;2;2025-09-12;2028-09-12
SA-1750;SUITE NGH;SaaS;GPI SPA;2;2025-08-04;2028-08-04
SA-2172;POHEMA su GPI;SaaS;GPI SPA;2;2025-04-16;2028-04-16
SA-6770;TS-Intelligence;SaaS;TELSY S.P.A.;1;2025-09-15;2028-09-15
SA-3188;FORMAZIONE CLOUD;SaaS;UNIDOS S.R.L.;1;2025-09-15;2028-09-15
SA-6791;TOM: Gestionale per la formazione per le aziende sanitarie e per gli enti pubblici;SaaS;NOUVELLE SRL;1;2025-09-15;2028-09-15
SA-6424;Dynatrace SaaS;SaaS;Dynatrace S.r.l.;1;2025-09-24;2028-09-24
SA-4171;HDMPro;SaaS;CISIA PROGETTI S.R.L.;1;2025-09-24;2028-09-24
SA-4198;ACTAIMU;SaaS;Actainfo s.r.l.;1;2025-09-30;2028-09-30
SA-6568;H2O;SaaS;SI.net Servizi Informatici s.r.l.;1;2025-09-30;2028-09-30
SA-1320;SailFor;SaaS;IT Consulting Srl;1;2025-09-25;2028-09-25
SA-6529;EasyPlan Tech;SaaS;SABANET S.R.L.;1;2025-09-25;2028-09-25
SA-6530;EasyPlan Web;SaaS;SABANET S.R.L.;1;2025-09-25;2028-09-25
SA-6531;EasyPlan Care;SaaS;SABANET S.R.L.;1;2025-09-25;2028-09-25
SA-6528;EasyPlan Smart;SaaS;SABANET S.R.L.;1;2025-09-25;2028-09-25
SA-4399;LURTO - Lista Unica Regionale Trapianti d'Organo;SaaS;Cooperativa E.D.P. La Traccia;1;2025-09-30;2028-09-30
SA-4395;GEDON - GEstione potenziali DONatori d'organi e tessuti;SaaS;Cooperativa E.D.P. La Traccia;1;2025-09-30;2028-09-30
SA-3368;Portale Pagamenti PagoPA;SaaS;3PItalia SpA;1;2025-09-30;2028-09-30
SA-3150;YourGIS 4.0;SaaS;Abitat Sistemi Informativi Territoriali SRL;1;2025-09-30;2028-09-30
SA-3371;Middleware PND;SaaS;3PItalia SpA;1;2025-09-30;2028-09-30
SA-5332;Trellix EDR (Germany Data Center);SaaS;TRELLIX ITALY S.R.L.;2;2025-01-07;2028-01-06
SA-6694;SUITE PICO;SaaS;FORMANAGEMENT SRL;1;2025-10-03;2028-10-03
SA-5561;MD-Protocollo;SaaS;Mediatica Digital S.p.A.;1;2025-10-06;2028-10-06
SA-5562;MD-Documental;SaaS;Mediatica Digital S.p.A.;1;2025-10-06;2028-10-06
SA-4481;NETTuno - Suite Segreteria Digitale;SaaS;NETTuno Srl;1;2025-10-06;2028-10-06
SA-6752;Blumatica BIM Platform Azure;SaaS;Blumatica srl;1;2025-08-19;2028-08-19
SA-4810;Guild - Piattaforma in cloud per la gestione degli Ordini Professionali;SaaS;Future Technology Lead S.r.l.;1;2025-06-09;2028-06-09
SA-194;Appalti&Contratti e-Procurement su Dinova;SaaS;Maggioli Spa;1;2025-02-05;2028-02-04
SA-3837;Appalti&Contratti e-Procurement su Google;SaaS;Maggioli Spa;1;2025-02-05;2028-02-04
PA-6461;OutSystems O11 Platform;PaaS;OutSystems – Software em Rede, S.A.;1;2025-10-06;2028-10-06
SA-4264;EOS;SaaS;HIT - Health Information TEchnology srl;1;2025-09-30;2028-09-30
SA-3245;Conservazione digitale;SaaS;Postel s.p.a.;1;2025-09-30;2028-09-30
SA-4344;TALENTIA HCM AZ;SaaS;TALENTIA SOFTWARE ITALIA;1;2025-09-30;2028-09-30
SA-6617;Gestione Protezione Civile Comunale;SaaS;Yes I Code;1;2025-10-01;2028-10-01
SA-4394;SitoPA;SaaS;Yes I Code;1;2025-10-01;2028-10-01
SA-6867;RiskInDeep GRC;SaaS;NSR S.r.l;1;2025-10-03;2028-10-03
SA-6749;Work2Model;SaaS;Major Bit Consulting S.r.l.;1;2025-10-03;2028-10-03
SA-6036;On-street Platform - SA-6036;SaaS;PARK IT SRL;1;2025-10-03;2028-10-03
SA-6035;E_PARK_LINK - SA-6035;SaaS;PARK IT SRL;1;2025-10-03;2028-10-03
SA-6030;Business Intelligence - SA-6030;SaaS;PARK IT SRL;1;2025-10-03;2028-10-03
SA-4359;SaaS Firma Digitale;SaaS;Project srl;1;2025-10-03;2028-10-03
SA-4357;SaaS Protocollo;SaaS;Project srl;1;2025-10-03;2028-10-03
SA-4033;Votafacile;SaaS;Didanet srl;1;2025-10-08;2028-10-08
SA-6897;Imparo.online - Piattaforma di e-learning;SaaS;Didanet srl;1;2025-10-08;2028-10-08
SA-3558;NUVOLAcomuniLig;SaaS;SISCOM SPA;1;2025-10-09;2028-10-09
SA-6501;SIMEL2 EVO su LD;SaaS;Maggioli Spa;1;2025-10-10;2028-10-10
SA-4250;Concilia EVO su GCP;SaaS;Maggioli Spa;1;2025-10-10;2028-10-10
SA-3213;JPPA;SaaS;Maggioli Spa;1;2025-10-10;2028-10-10
SA-1605;Axon Evidence;SaaS;Axon Enterprise Italia Srl;2;2025-10-10;2028-10-10
SA-4445;Notifica e Ricorda;SaaS;ERAMUS SRL;1;2025-10-10;2028-10-10
SA-3438;ECS Zimbra;SaaS;EUROPSYS SRL;1;2025-10-10;2028-10-10
SA-3441;ECS CENTRALE VOIP;SaaS;EUROPSYS SRL;1;2025-10-10;2028-10-10
IA-7132;1STACK STELLAR;IaaS;CoreTech Srl;1;2025-10-22;2028-10-22
SA-6944;Alter ASD/SSD/ETS System;SaaS;OASI software S.r.l.;1;2025-10-23;2028-10-23
SA-617;FOLIO;SaaS;EBSCO Information Services Srl;1;2025-10-13;2028-10-13
SA-6443;ZEEROmed Cloud;SaaS;O3 Enterprise srl;2;2025-10-13;2028-10-13
SA-6674;EidenAI Suite;SaaS;EXPERT.AI S.P.A.;1;2025-10-20;2028-10-20
SA-6372;Doxee Platform®;SaaS;Doxee SpA;1;2025-10-17;2028-10-17
SA-5718;Equixly API Security;SaaS;Equixly SRL;2;2025-10-17;2028-10-17
IA-6946;Seeweb Cloud Server Shared CPU;IaaS;Seeweb s.r.l.;2;2025-10-23;2028-10-23
IA-6958;Seeweb Cloud Server GPU;IaaS;Seeweb s.r.l.;2;2025-10-23;2028-10-23
SA-6708;CPS CarPlateServer Sistema Gestione Targhe;SaaS;Selea Srl;1;2025-10-23;2028-10-23
IA-6535;Object Storage S3;IaaS;innovazionedigitale srl;1;2025-11-06;2028-11-06
SA-6967;IBM Cloud Pak for Business Automation as a Service;SaaS;IBM ITALIA SPA;1;2025-11-03;2028-11-03
SA-6921;4HEASY;SaaS;I.T. SVIL SRL;2;2025-11-03;2028-11-03
SA-6513;InterSystems TrakCare;SaaS;InterSystems Italia s.r.l.;2;2025-10-31;2028-10-31
IA-6817;IBM Cloud Virtual Private Cloud (VPC);IaaS;IBM ITALIA SPA;1;2025-11-03;2028-11-03
SA-6933;ONE\dms;SaaS;DIGITALHUB S.P.A.;2;2025-11-05;2028-11-05
SA-7051;F5 Distributed Cloud CDN;SaaS;F5 Networks Limited;1;2025-11-13;2028-11-13
SA-7117;UrbisNet-OsTime;SaaS;Omnia systems srl;1;2025-11-20;2028-11-20
SA-7146;Levita Group Cloud Backup;SaaS;Levita Group srl;1;2025-11-20;2028-11-20
IA-7098;Levita Group Cloud VPS;IaaS;Levita Group srl;1;2025-11-20;2028-11-20
SA-1469;Zerocoda;SaaS;Maps Healthcare SPA;2;2025-05-30;2028-05-30
SA-5081;Geoportale;SaaS;Andreani Tributi srl;1;2025-10-28;2028-10-28
IA-7163;Data Felix IaaS;IaaS;Data Felix s.r.l.;1;2025-10-28;2028-10-28
SA-5573;W Protocol – Protocollo Informatico;SaaS;W-ENTERPRISE SRL;1;2025-10-28;2028-10-28
IA-7024;Virtual Data Center;IaaS;Aruba S.p.A.;1;2025-11-11;2028-11-11
SA-6292;GEIS su AMAZON;SaaS;Municipia SPA;1;2025-05-09;2028-05-09
SA-6936;Posta Elettronica Certificata PEC;SaaS;Namirial SpA;1;2025-10-28;2028-10-28
SA-3206;Sito web per le PA Comuni;SaaS;Hi-Tek Informatica di Balcon S. & C. snc;1;2025-11-11;2028-11-11
SA-7028;LINFA;SaaS;Mediam Servizi s.r.l;2;2025-11-11;2028-11-11
IA-3249;Momit Private Cloud;IaaS;MOMIT SRL;1;2025-11-11;2028-11-11
SA-6475;OpenText Core Service Management;SaaS;MICRO FOCUS ITALIANA S.R.L.;1;2025-11-11;2028-11-11
SA-3927;MultistockLAB;SaaS;Volos Informatica S.r.l.;1;2025-11-11;2028-11-11
IA-4628;CloudFire Openstack as a Service;IaaS;CloudFire Srl;1;2025-11-13;2028-11-13
SA-5139;Cisco Catalyst SDWAN;SaaS;Cisco Systems (Italy) S.r.l.;1;2025-11-14;2028-11-14
SA-4412;Mindglow;SaaS;OPENVIEW S.R.L.;1;2025-11-11;2028-11-11
SA-4411;Portale elearning;SaaS;OPENVIEW S.R.L.;1;2025-11-11;2028-11-11
SA-7099;NOTIPAY - Comunicazione e Pagamenti Digitali PA;SaaS;Webgenesys SpA;1;2025-11-18;2028-11-18
IA-57;Aruba Virtual Private Cloud;IaaS;Aruba S.p.A.;3;2025-11-26;2028-11-26
SA-6004;GeCaS;SaaS;Klan.IT S.r.l.;1;2025-11-24;2028-11-24
SA-3878;Intelligence2Health;SaaS;KG PARTNERS SRL;1;2025-11-24;2028-11-24
SA-3907;GESTIONE ASSET;SaaS;KG PARTNERS SRL;1;2025-11-24;2028-11-24
SA-4232;Mia-Platform;SaaS;Mia srl;1;2025-11-24;2028-11-24
SA-7069;Wisetown Citiverse su Azure;SaaS;TeamDev srl;1;2025-11-24;2028-11-24
SA-6870;SIMEL2 su Nivola;SaaS;Maggioli Spa;1;2025-11-25;2028-11-25
SA-6426;SOPHiA DDM;SaaS;SOPHiA GENETICS S.R.L;2;2025-11-25;2028-11-25
SA-6987;F5 Distributed Cloud API Security;SaaS;F5 Networks Limited;1;2025-11-13;2028-11-13
SA-7047;F5 Distributed Cloud Bot Defense;SaaS;F5 Networks Limited;1;2025-11-13;2028-11-13
SA-7048;F5 Distributed DNS, DNS Load Balancer and DNS Security;SaaS;F5 Networks Limited;1;2025-11-13;2028-11-13
SA-7046;F5 Distributed Cloud DDoS Mitigation Service;SaaS;F5 Networks Limited;1;2025-11-13;2028-11-13
PA-4141;Atlas MongodB;PaaS;MongoDB Limited;2;2025-11-17;2028-11-17
SA-7020;InfoPA Cloud;SaaS;GEFIL Group srl;1;2025-11-11;2028-11-11
PA-6922;Cloud Filestore:;PaaS;Google Cloud Italy S.r.l.;2;2025-11-11;2028-11-11
PA-6943;Google Cloud Armor;PaaS;Google Cloud Italy S.r.l.;2;2025-11-11;2028-11-11
SA-4473;Step Notifiche;SaaS;S.T.E.P. S.R.L.;1;2025-10-17;2028-10-17
SA-6276;Smile.CX - Interactions;SaaS;smile.cx s.r.l.;1;2025-10-17;2028-10-17
IA-6966;Cloud Backup;IaaS;Ng Way s.r.l;1;2025-10-17;2028-10-17
SA-4323;FortiManager Cloud;SaaS;Fortinet Inc.;2;2025-10-17;2028-10-17
IA-6953;Vianova Cloud IaaS;IaaS;Vianova spa;2;2025-10-17;2028-10-17
SA-7008;Firmato.online;SaaS;Optimo Next Srl;1;2025-11-13;2028-11-13
SA-7009;Conservato.online;SaaS;Optimo Next Srl;1;2025-11-13;2028-11-13
SA-6901;TUTTOVERIFICHE;SaaS;Studio Amica Srl (ex STUDIO AMICA soc. coop.);1;2025-09-22;2028-09-22
SA-6899;CONTRASPARENZA;SaaS;Studio Amica Srl (ex STUDIO AMICA soc. coop.);1;2025-09-22;2028-09-22
SA-3767;K-AI;SaaS;Prodigys Technology;1;2025-05-12;2028-05-12
SA-4480;INTERACTA;SaaS;Dinova srl;1;2024-11-26;2027-11-25
SA-6391;Cisco DUO;SaaS;Cisco Systems (Italy) S.r.l.;1;2025-11-27;2028-11-27
SA-7127;Click&Care Plus;SaaS;Medicasa Italia S.p.A.;2;2025-12-09;2028-12-09
SA-6107;SentinelOne Singularity Platfform;SaaS;SentinelOne Inc.;1;2025-12-09;2028-12-09
SA-7152;LMS as a Service;SaaS;Meeple S.r.l.;1;2025-12-04;2028-12-04
SA-7185;FlashStart DNS & Web Filtering;SaaS;Naquadria S.r.l.;1;2025-12-23;2028-12-23
SA-7246;Istanze Online - LD - SA-7246;SaaS;Gis&Web sas;1;2025-12-23;2028-12-23
SA-6585;AIPLAN;SaaS;Nomos S.r.l.;2;2025-12-23;2028-12-23
SA-7114;Rainbow Cloud Platform Alcatel-Lucent Enterprise;SaaS;ALE International - Sede Secondaria;1;2025-12-23;2028-12-23
SA-7238;InformaCloud;SaaS;Master Soft S.r.l.;1;2025-12-23;2028-12-23
SA-4826;CyberArk Privilege Cloud;SaaS;Cyberark Italy S.r.L;2;2025-12-23;2028-12-23
SA-6775;ICNET Hospital Suite;SaaS;Baxter;2;2025-12-23;2028-12-23
SA-3158;DOCFLY – CONSERVAZIONE DIGITALE A NORMA;SaaS;Aruba PEC S.p.A.;1;2025-08-13;2028-08-13
IA-4041;Aruba Block Storage;IaaS;Aruba S.p.A.;1;2025-06-09;2028-06-09
SA-7358;SistemaConcorsi - Gestione Concorsi e Prove Concorsuali;SaaS;IBS Informatica Basilicata Sistemi srl;1;2026-02-10;2029-02-10
IA-7172;UniDIGITAL - Virtual Housing;IaaS;UNIWEB SRL;1;2026-02-10;2029-02-10
SA-4051;ServiziOnLinePA;SaaS;Yes I Code;1;2025-05-12;2028-05-12
SA-3885;Lucy CyberRisk Vision;SaaS;Almaviva S.p.A.;2;2025-01-03;2028-01-02
SA-2426;ArgoWEB;SaaS;Argo Software srl;1;2025-01-28;2028-01-27
SA-6622;TUTTOCONCORSI PA - Gestione concorsi Pubblici;SaaS;Studio Amica Srl (ex STUDIO AMICA soc. coop.);1;2025-09-22;2028-09-22
SA-4086;Sicraweb EVO su Azure;SaaS;Maggioli Spa;1;2025-02-05;2028-02-04
SA-7052;Ristocloud;SaaS;Ristocloud Group S.r.l.;1;2025-12-09;2028-12-09
SA-4247;Sicraweb EVO su LD;SaaS;Maggioli Spa;1;2025-11-11;2028-11-11
SA-1;GGAP;SaaS;BEELIVEIT s.r.l.;1;2025-08-25;2028-08-25
SA-7342;NEBULA – Digital Workplace & Smart Working;SaaS;Yes I Code;1;2026-02-16;2029-02-16
SA-7372;MEG Utilities;SaaS;MEG Tributi S.p.A.;1;2026-02-16;2029-02-16
SA-6717;Spinklr Ccaas su Microsoft Azure;SaaS;Sprinklr, Inc;1;2026-01-21;2029-01-21
SA-7348;OMNI UCC Unified Communication & Collaboration;SaaS;VPCOM;1;2026-03-02;2029-03-02
SA-7243;Cybersonar – External Attack Surface Management (EASM);SaaS;Defsoc Srl;1;2026-03-12;2029-03-12
SA-633;Customer Service Management;SaaS;ServiceNow Nederland B.V.;2;2026-03-12;2029-03-12
SA-7031;Cisco ThousandEyes;SaaS;Cisco Systems (Italy) S.r.l.;1;2026-03-12;2029-03-12
SA-7258;Garavot OVP;SaaS;Planet Srl;1;2026-03-02;2029-03-02
SA-7388;Piattaforma e-PAL;SaaS;DW ROMA SRL;1;2026-02-26;2029-02-26
SA-7195;AUTCARE 2.0;SaaS;Crinali S.r.l.;2;2026-03-02;2029-03-02
